Rk,Player,Age,Tm,Pos,GP,G,A,PTS,PLUSMINUS,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
111,Jeff Carter,23,PHI,C,82,29,24,53,6,55,6.6,20,7,2,5,12,11,1,260,11.2,1545,18:51,53,52,657,721,47.7
230,Brian Gionta,29,NJD,RW,82,22,31,53,1,46,5.9,13,8,1,4,18,13,0,257,8.6,1498,18:16,14,52,30,25,54.5
342,Tomas Kaberle,29,TOR,D,82,8,45,53,-8,22,7.3,2,6,0,1,21,24,0,155,5.2,2039,0:52,99,41,1,1,50
377,Andrei Kostitsyn,22,MTL,LW,78,26,27,53,15,29,7,14,12,0,5,23,4,0,156,16.7,1224,15:41,22,102,4,2,66.7
539,Patrick O'Sullivan,22,LAK,C,82,22,31,53,-8,36,5.1,16,3,3,2,22,7,2,220,10,1534,18:42,45,95,203,258,44
787,Antoine Vermette,25,OTT,LW,81,24,29,53,3,51,5.5,17,4,3,3,20,6,3,175,13.7,1424,17:35,25,49,687,524,56.7
49,Jason Blake,34,TOR,LW,82,15,37,52,-4,28,4.2,13,2,0,0,27,10,0,332,4.5,1461,17:49,14,55,14,14,50
289,Chris Higgins,24,MTL,LW,82,27,25,52,0,22,5.9,15,12,0,5,11,13,1,241,11.2,1472,17:57,65,76,22,40,35.5
464,Andy McDonald,30,TOT,C,82,18,34,52,-21,62,4.3,15,3,0,1,20,14,0,182,9.9,1465,17:52,20,46,527,421,55.6
83,Rod Brind'Amour,37,CAR,C,59,19,32,51,0,38,4.9,13,6,0,4,20,12,0,151,12.6,1325,22:27,38,55,851,609,58.3
114,Zdeno Chara,30,BOS,D,77,17,34,51,14,114,10.5,7,9,1,0,17,16,1,207,8.2,2067,2:50,78,222,0,0,
130,Erik Cole,29,CAR,RW,73,22,29,51,5,76,5.3,12,10,0,4,22,7,0,216,10.2,1413,19:22,24,186,9,29,23.7
339,Ed Jovanovski,31,PHX,D,80,12,39,51,-13,73,7.9,4,8,0,2,19,19,1,240,5,1804,22:33,63,114,0,0,
447,Ryan Malone,28,PIT,LW,77,27,24,51,14,103,6.2,14,11,2,6,18,5,1,159,17,1469,19:05,34,138,12,26,31.6
625,Brad Richards,27,TBL,C,62,18,33,51,-25,15,4,8,9,1,4,16,16,1,228,7.9,1505,0:17,19,12,441,482,47.8
302,Shawn Horcoff,29,EDM,C,53,21,29,50,1,30,5.7,15,6,0,2,19,10,0,115,18.3,1178,22:13,30,15,487,476,50.6
393,Chris Kunitz,28,ANA,LW,82,21,29,50,8,80,5.8,13,7,1,6,22,6,1,196,10.7,1386,16:54,19,159,16,33,32.7
778,R.J. Umberger,25,PHI,C,74,13,37,50,0,19,4.6,9,4,0,3,24,8,5,173,7.5,1322,17:52,59,64,45,72,38.5
134,Mike Comrie,27,NYI,C,76,21,28,49,-21,87,4.5,17,4,0,3,11,17,0,194,10.8,1458,19:11,23,47,562,662,45.9
146,Matt Cullen,31,CAR,C,59,13,36,49,2,32,4.8,5,8,0,1,20,15,1,137,9.5,996,16:52,30,33,364,285,56.1
221,Sam Gagner,18,EDM,C,79,13,36,49,-21,23,3.7,9,4,0,1,24,12,0,135,9.6,1239,15:41,31,18,125,174,41.8
280,Jochen Hecht,30,BUF,C,75,22,27,49,1,38,4.8,18,3,1,2,23,4,0,229,9.6,1449,19:19,39,45,378,518,42.2
140,Joe Corvo,30,TOT,D,74,13,35,48,17,26,8.5,7,6,0,3,13,22,0,167,7.8,1380,18:39,41,31,0,0,
452,Patrick Marleau,28,SJS,C,78,19,29,48,-19,33,4.5,12,7,0,2,10,19,0,185,10.3,1422,18:14,10,83,317,288,52.4
617,Mark Recchi*,39,TOT,RW,72,14,34,48,-18,32,3.8,7,7,0,0,18,16,0,121,11.6,1287,17:52,22,71,27,31,46.6
833,Wojtek Wolski,21,COL,LW,77,18,30,48,10,14,5.2,14,4,0,6,29,1,0,158,11.4,1227,15:56,21,54,24,24,50
104,Mike Cammalleri,25,LAK,LW,63,19,28,47,-16,30,4.5,9,10,0,1,19,9,0,210,9,1170,18:35,14,31,206,173,54.4
203,Mike Fisher,27,OTT,C,79,23,24,47,-10,82,3.9,15,6,2,4,20,1,3,215,10.7,1561,19:46,73,234,618,610,50.3
568,Dustin Penner,25,EDM,LW,82,23,24,47,-12,45,4.7,10,13,0,4,15,9,0,201,11.4,1411,17:12,37,99,104,85,55
436,Joffrey Lupul,24,PHI,RW,56,20,26,46,2,35,5.6,13,7,0,3,12,14,0,176,11.4,1020,18:13,20,79,3,1,75
623,Steve Reinprecht,31,PHX,C,81,16,30,46,-3,26,4.5,10,5,1,0,23,7,0,105,15.2,1272,15:42,42,28,516,504,50.6
683,Brendan Shanahan*,39,NYR,LW,73,23,23,46,-2,35,5.2,12,11,0,3,14,8,1,265,8.7,1351,18:31,47,47,6,2,75
730,Cory Stillman,34,CAR,LW,55,21,25,46,-7,14,4.8,11,10,0,6,17,8,0,124,16.9,1094,19:53,20,43,6,5,54.5
128,Andrew Cogliano,20,EDM,C,82,18,27,45,1,20,5,15,1,2,5,20,6,1,98,18.4,1120,13:40,31,25,214,328,39.5
571,Eric Perrin,32,ATL,C,81,12,33,45,-5,26,3.5,8,2,2,0,21,4,8,121,9.9,1444,17:50,31,51,378,335,53
258,Bill Guerin,37,NYI,RW,81,23,21,44,-15,65,4.5,16,7,0,5,14,7,0,227,10.1,1408,17:23,20,62,12,6,66.7
415,David Legwand,27,NSH,C,65,15,29,44,-4,38,4.1,11,4,0,1,19,9,1,144,10.4,1171,18:01,21,7,305,395,43.6
765,Kimmo Timonen,32,PHI,D,80,8,36,44,0,50,7.4,4,3,1,1,9,26,1,125,6.4,1886,23:35,129,64,0,0,
97,Brent Burns,22,MIN,D,82,15,28,43,12,80,9.6,7,8,0,4,16,11,1,158,9.5,1894,23:06,73,99,1,0,100
105,Brian Campbell,28,BUF,D,63,5,38,43,-1,12,6,2,3,0,0,20,18,0,102,4.9,1582,1:06,77,57,0,0,
274,Scott Hartnell,25,PHI,LW,80,24,19,43,2,159,5.2,13,10,1,6,16,2,1,176,13.6,1294,16:11,32,110,13,19,40.6
380,Ales Kotalik,29,BUF,RW,79,23,20,43,-5,58,4.5,11,12,0,1,8,12,0,207,11.1,1212,15:21,18,137,98,123,44.3
441,John Madden,34,NJD,C,80,20,23,43,1,26,4.5,14,3,3,3,22,0,1,185,10.8,1556,19:27,50,49,786,677,53.7
603,Chris Pronger*,33,ANA,D,72,12,31,43,-1,128,8.4,4,8,0,4,8,22,1,182,6.6,1872,2:00,99,74,4,3,57.1
847,Marek Zidlicky,30,NSH,D,79,5,38,43,-5,63,6.3,1,4,0,0,17,21,0,122,4.1,1645,20:50,84,83,0,0,
124,Dan Cleary,29,DET,RW,63,20,22,42,21,33,5.7,15,5,0,3,14,7,1,177,11.3,1095,17:23,14,82,56,54,50.9
264,Jeff Halpern,31,TOT,C,83,20,22,42,0,54,4.4,15,4,1,2,17,4,1,132,15.2,1393,16:47,46,81,381,352,52
307,Jiri Hudler,24,DET,RW,81,13,29,42,11,26,4.6,10,3,0,2,17,12,0,131,9.9,1067,13:10,8,25,10,16,38.5
333,Jussi Jokinen,24,TOT,LW,72,16,26,42,-14,18,4,10,6,0,2,18,8,0,131,12.2,1041,14:27,21,16,178,163,52.2
369,Mikko Koivu,24,MIN,C,57,11,31,42,13,42,4.2,9,2,0,2,20,10,1,144,7.6,1191,20:53,21,40,542,490,52.5
680,Alexander Semin,23,WSH,LW,63,26,16,42,-18,54,4.8,16,10,0,2,6,10,0,185,14.1,1065,16:55,14,20,4,7,36.4
724,Alex Steen,23,TOR,LW,76,15,27,42,0,32,3.5,12,2,1,2,20,7,0,169,8.9,1375,18:05,36,62,59,120,33
810,Stephen Weiss,24,FLA,C,74,13,29,42,14,40,4.3,9,4,0,4,20,9,0,132,9.8,1301,17:35,26,26,613,585,51.2
194,Sergei Fedorov*,38,TOT,C,68,11,30,41,-5,38,3.6,5,6,0,2,15,11,4,128,8.6,1202,17:40,22,41,561,449,55.5
260,Niklas Hagman,28,DAL,LW,82,27,14,41,4,51,5.4,19,4,4,8,10,3,1,178,15.2,1279,15:36,13,40,2,17,10.5
308,Trent Hunter,27,NYI,RW,82,12,29,41,-17,43,2.7,10,2,0,1,20,7,2,222,5.4,1493,18:13,50,256,6,23,20.7
384,Vyacheslav Kozlov,35,ATL,LW,82,17,24,41,-10,26,3.7,12,5,0,4,15,9,0,161,10.6,1307,15:56,16,27,31,37,45.6
399,Jamie Langenbrunner,32,NJD,RW,64,13,28,41,-1,30,4,7,5,1,2,16,11,1,152,8.6,1171,18:18,15,58,10,8,55.6
524,Robert Nilsson,23,EDM,LW,71,10,31,41,8,22,4.2,7,3,0,0,26,5,0,102,9.8,989,13:56,14,20,7,8,46.7
663,Miroslav Satan,33,NYI,RW,80,16,25,41,-11,39,3.5,11,5,0,4,17,8,0,171,9.4,1466,18:19,22,19,19,18,51.4
734,Martin Straka,35,NYR,LW,65,14,27,41,5,22,4.2,10,3,1,2,21,6,0,116,12.1,1210,18:37,32,24,7,12,36.8
790,Lubomir Visnovsky,31,LAK,D,82,8,33,41,-18,34,5.6,5,3,0,1,13,19,1,153,5.2,1886,23:00,118,60,1,7,12.5
45,Todd Bertuzzi,32,ANA,LW,68,14,26,40,8,97,4.4,10,4,0,2,21,5,0,121,11.6,1119,16:27,21,66,50,60,45.5
57,David Booth,23,FLA,LW,73,22,18,40,13,26,5.3,21,1,0,6,17,1,0,228,9.6,1181,16:10,29,113,13,25,34.2
137,Tim Connolly,26,BUF,C,48,7,33,40,4,8,3.4,3,3,1,3,20,12,1,111,6.3,896,18:41,36,18,217,237,47.8
171,Brandon Dubinsky,21,NYR,C,82,14,26,40,8,79,4.2,13,1,0,0,20,6,0,157,8.9,1189,14:30:00,30,196,512,483,51.5
301,Tomas Holmstrom,35,DET,RW,59,20,20,40,9,58,5.1,9,11,0,5,13,7,0,137,14.6,1035,17:33,7,58,0,1,0
391,Pavel Kubina,30,TOR,D,72,11,29,40,5,116,7.1,5,6,0,4,16,12,1,136,8.1,1722,23:55,166,121,0,1,0
562,Joe Pavelski,23,SJS,C,82,19,21,40,1,28,4.8,10,8,1,4,11,10,0,207,9.2,1157,14:07,59,67,270,231,53.9
617,Mark Recchi*,39,ATL,RW,53,12,28,40,-16,20,3.4,7,5,0,0,14,14,0,85,14.1,975,18:23,17,51,23,26,46.9
655,Joe Sakic*,38,COL,C,44,13,27,40,-4,20,3.9,8,5,0,1,13,14,0,124,10.5,879,19:59,21,11,296,290,50.5
660,Mikael Samuelsson,31,DET,RW,73,11,29,40,21,26,4.4,8,3,0,1,21,8,0,249,4.4,1187,16:16,21,74,6,8,42.9
820,Ryan Whitney,24,PIT,D,76,12,28,40,-2,45,6.9,4,7,1,1,13,15,0,119,10.1,1706,22:27,117,30,0,0,
366,Chuck Kobasew,25,BOS,RW,73,22,17,39,6,29,4.6,13,6,3,3,12,5,0,147,15,1290,17:41,29,86,28,42,40
667,Mathieu Schneider,38,ANA,D,65,12,27,39,22,50,9.3,7,5,0,2,15,12,0,139,8.6,1449,22:18,56,78,0,0,
186,Toby Enstrom,23,ATL,D,82,5,33,38,-5,42,6,1,4,0,0,11,22,0,105,4.8,2007,0:28,106,21,0,0,
214,Johan Franzen,28,DET,C,72,27,11,38,12,51,5.3,13,14,0,8,8,2,1,199,13.6,1276,17:44,24,89,189,201,48.5
618,Wade Redden,30,OTT,D,80,6,32,38,11,60,6.1,2,4,0,1,19,12,1,136,4.4,1777,22:13,94,88,0,0,
644,Michal Rozsival,29,NYR,D,80,13,25,38,0,80,8.4,5,6,2,0,13,12,0,127,10.2,1964,0:33,129,93,0,0,
717,Drew Stafford,22,BUF,RW,64,16,22,38,3,51,4.2,15,1,0,5,20,2,0,103,15.5,866,13:32,20,62,8,13,38.1
725,Lee Stempniak,24,STL,RW,80,13,25,38,0,40,3.4,10,3,0,2,18,7,0,162,8,1271,15:53,13,103,4,7,36.4
851,Dainius Zubrus,29,NJD,C,82,13,25,38,2,38,3.7,9,4,0,2,21,4,0,128,10.2,1287,15:42,17,77,80,64,55.6
35,Eric Belanger,30,MIN,C,75,13,24,37,-6,30,2.9,5,7,1,3,17,7,0,115,11.3,1291,17:13,46,51,587,608,49.1
68,Jay Bouwmeester,24,FLA,D,82,15,22,37,-5,72,7.5,11,4,0,0,12,10,0,182,8.2,2252,3:28,118,105,0,0,
115,Jonathan Cheechoo,27,SJS,RW,69,23,14,37,11,46,5.4,13,10,0,4,9,5,0,220,10.5,1145,16:36,26,123,4,16,20
356,Ryan Kesler,23,VAN,C,80,21,16,37,1,79,3.9,15,4,2,2,12,4,0,177,11.9,1524,19:03,71,78,720,636,53.1
357,Phil Kessel,20,BOS,RW,82,19,18,37,-6,28,3.6,14,5,0,3,16,2,0,213,8.9,1249,15:14,17,11,137,187,42.3
396,Brooks Laich,24,WSH,C,82,21,16,37,-3,35,4.1,11,8,2,4,14,2,0,122,17.2,1152,14:03,56,83,281,315,47.1
416,Jere Lehtinen,34,DAL,RW,48,15,22,37,9,14,4.5,6,9,0,1,10,10,2,118,12.7,908,18:55,31,19,1,10,9.1
469,Brett McLean,29,FLA,C,67,14,23,37,-5,34,3.5,10,3,1,1,13,10,0,140,10,1088,16:14,30,22,296,328,47.4
534,Michael Nylander,35,WSH,C,40,11,26,37,-19,24,3.1,6,5,0,1,13,13,0,77,14.3,766,19:09,10,4,263,272,49.2
607,Taylor Pyatt,26,VAN,LW,79,16,21,37,9,60,4.1,9,7,0,2,19,2,0,167,9.6,1247,15:47,45,76,12,24,33.3
705,Ryan Smyth,31,COL,LW,55,14,23,37,-4,50,3.3,12,2,0,3,17,6,0,168,8.3,1079,19:37,8,31,13,20,39.4
747,Marek Svatos,25,COL,RW,62,26,11,37,13,32,5.7,23,3,0,6,8,3,0,140,18.6,847,13:39,7,36,1,2,33.3
818,Todd White,32,ATL,C,74,14,23,37,-12,36,2.7,7,6,1,4,18,5,0,111,12.6,1364,18:26,37,37,536,613,46.6
100,Dustin Byfuglien,22,CHI,D,67,19,17,36,-7,59,6.2,12,7,0,4,7,10,0,163,11.7,1141,17:02,30,137,0,1,0
