Rk,Player,Age,Tm,Pos,GP,G,A,PTS,PLUSMINUS,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
477,Gabriel Landeskog,26,COL,LW,73,34,41,75,17,51,9,24,10,0,9,24,17,0,243,14,1544,21:09,64,120,360,333,51.9
294,Mark Giordano,35,CGY,D,78,17,57,74,39,69,12.6,10,3,4,2,37,18,2,221,7.7,1891,0:14,144,58,0,0,
903,Mika Zibanejad,25,NYR,C,82,30,44,74,-12,47,7.3,17,11,2,5,32,12,0,236,12.7,1686,20:34,66,134,830,842,49.6
29,Nicklas Backstrom,31,WSH,C,80,22,52,74,2,30,6.6,15,7,0,5,34,18,0,169,13,1596,19:57,30,54,700,739,48.6
359,Tomas Hertl,25,SJS,C,77,35,39,74,5,18,8.3,23,11,1,5,34,4,1,176,19.9,1465,19:01,64,53,609,574,51.5
479,Dylan Larkin,22,DET,C,76,32,41,73,-6,75,7.5,23,7,2,4,32,8,1,287,11.1,1660,21:51,38,80,865,722,54.5
806,Mark Stone,26,TOT,RW,77,33,40,73,17,27,8.7,26,6,1,4,26,14,0,199,16.6,1531,19:53,71,72,28,34,45.2
452,David Krejci,32,BOS,C,81,20,53,73,7,16,7.3,14,6,0,4,43,10,0,139,14.4,1432,17:41,24,28,530,565,48.4
547,Auston Matthews,21,TOR,C,68,37,36,73,-9,12,8.3,25,12,0,5,28,8,0,251,14.7,1262,18:33,60,28,475,436,52.1
527,Evgeni Malkin,32,PIT,C,68,21,51,72,-25,89,6.2,12,9,0,5,34,17,0,187,11.2,1279,18:48,33,54,381,452,45.7
198,Max Domi,23,MTL,LW,82,28,44,72,20,80,8.2,24,4,0,2,37,7,0,203,13.8,1425,17:23,39,53,447,549,44.9
685,Alexander Radulov,32,DAL,RW,70,29,43,72,22,54,9.1,22,7,0,7,27,16,0,209,13.9,1385,19:47,83,60,6,10,37.5
467,Evgeny Kuznetsov,26,WSH,C,76,21,51,72,7,50,6.8,13,8,0,3,36,15,0,193,10.9,1428,18:47,20,46,396,627,38.7
702,Morgan Rielly,24,TOR,D,82,20,52,72,24,14,11.7,17,3,0,5,34,18,0,223,9,1896,23:07,114,61,0,1,0
117,John Carlson,29,WSH,D,80,13,57,70,21,34,10.5,10,3,0,1,27,30,0,185,7,2005,1:04,164,54,0,0,
368,Mike Hoffman,29,FLA,C,82,36,34,70,-24,30,7.3,19,17,0,6,16,18,0,253,14.2,1463,17:50,26,42,13,25,34.2
162,Logan Couture,29,SJS,C,81,27,43,70,-6,22,6.6,19,6,2,3,31,12,0,204,13.2,1506,18:36:00,52,65,282,327,46.3
171,Evgenii Dadonov,29,FLA,RW,82,28,42,70,-6,8,7.1,20,8,0,4,33,9,0,195,14.4,1506,18:22:00,42,33,2,3,40
212,Matt Duchene,28,TOT,C,73,31,39,70,-3,8,7.7,25,6,0,1,31,8,0,172,18,1375,18:50,40,28,676,546,55.3
612,Ryan Nugent-Hopkins,25,EDM,C,82,28,41,69,-13,26,6.6,19,8,1,3,21,18,2,208,13.5,1648,20:06,40,69,379,461,45.1
25,Cam Atkinson,29,CBJ,RW,80,41,28,69,3,20,8.8,29,8,4,8,22,6,0,295,13.9,1550,19:23,25,27,24,52,31.6
824,Vladimir Tarasenko,27,STL,RW,76,33,35,68,8,22,8.3,21,12,0,5,25,10,0,275,12,1398,18:24,40,88,4,2,66.7
566,Timo Meier,22,SJS,RW,78,30,36,66,9,55,7.4,24,6,0,2,31,4,1,250,12,1324,16:58,40,99,12,26,31.6
865,Jakub Voracek,29,PHI,RW,78,20,46,66,-16,25,5.4,16,4,0,2,32,14,0,210,9.5,1456,18:40,29,17,12,18,40
159,Kyle Connor,22,WPG,LW,82,34,32,66,-7,18,7,22,11,1,5,24,8,0,227,15,1579,19:15:00,21,9,8,5,61.5
658,Elias Pettersson,20,VAN,C,71,28,38,66,3,12,7.8,18,10,0,7,26,12,0,144,19.4,1294,18:14,51,42,257,370,41
697,Sam Reinhart,23,BUF,C,82,22,43,65,-10,16,6,20,2,0,1,30,13,0,180,12.2,1555,18:57,47,38,31,56,35.6
397,Ryan Johansen,26,NSH,C,80,14,50,64,7,42,5.6,13,0,1,6,33,16,1,136,10.3,1564,19:33,23,95,782,679,53.5
645,Joe Pavelski,34,SJS,C,75,38,26,64,-4,22,7.3,25,12,1,6,17,9,0,188,20.2,1428,19:03,61,69,526,463,53.2
774,Jeff Skinner,26,BUF,C,82,40,23,63,0,36,8,32,8,0,7,15,8,0,268,14.9,1518,18:31,24,31,157,144,52.2
896,Keith Yandle,32,FLA,D,82,9,53,62,-17,50,7.5,2,7,0,2,21,32,0,199,4.5,1840,22:27,76,47,0,0,
39,Mathew Barzal,21,NYI,C,82,18,44,62,-5,46,5.6,15,3,0,3,29,15,0,179,10.1,1470,17:55,56,25,241,339,41.6
806,Mark Stone,26,OTT,RW,59,28,34,62,13,22,7.4,22,5,1,4,22,12,0,145,19.3,1213,20:34,53,51,25,28,47.2
211,Pierre-Luc Dubois,20,CBJ,LW,82,27,34,61,16,64,7.2,25,2,0,5,27,7,0,174,15.5,1453,17:43,52,115,455,592,43.5
374,Bo Horvat,23,VAN,C,82,27,34,61,-4,33,6.2,18,7,2,3,22,11,1,227,11.9,1709,20:50,63,62,1083,935,53.7
640,Zach Parise,34,MIN,LW,74,28,33,61,-2,26,6.9,18,10,0,5,25,6,2,229,12.2,1381,18:40,71,49,9,25,26.5
329,Erik Gustafsson,26,CHI,D,79,17,43,60,-6,34,7.7,13,4,0,3,29,14,0,160,10.6,1784,22:35,115,100,0,0,
447,Anze Kopitar,31,LAK,C,81,22,38,60,-20,30,5,19,1,2,3,20,18,0,156,14.1,1807,22:18,66,59,1002,817,55.1
617,Gustav Nyquist,29,TOT,RW,81,22,38,60,1,12,5.8,20,2,0,3,28,10,0,204,10.8,1419,17:31,23,36,11,11,50
535,Jonathan Marchessault,28,VEG,C,82,25,34,59,2,52,6.3,20,5,0,6,23,11,0,278,9,1488,18:09,22,98,92,155,37.2
37,Tyson Barrie,27,COL,D,78,14,45,59,-3,36,8.4,12,2,0,2,22,23,0,218,6.4,1699,21:47,93,48,0,0,
825,Tomas Tatar,28,MTL,C,80,25,33,58,21,34,6.8,21,4,0,4,29,4,0,195,12.8,1313,16:25,30,77,10,29,25.6
212,Matt Duchene,28,OTT,C,50,27,31,58,-2,6,6.8,22,5,0,1,24,7,0,126,21.4,962,19:15,28,17,473,386,55.1
810,Dylan Strome,21,TOT,C,78,20,37,57,-8,20,5.1,14,6,0,3,27,10,0,145,13.8,1260,16:09,46,13,434,463,48.4
419,Evander Kane,27,SJS,LW,75,30,26,56,-4,153,5.8,24,5,1,1,19,6,1,268,11.2,1381,18:25,25,173,92,120,43.4
494,Kris Letang,31,PIT,D,65,16,40,56,13,48,9,13,2,1,3,22,17,1,206,7.8,1687,1:58,111,116,0,0,
411,Roman Josi,28,NSH,D,82,15,41,56,9,42,9.9,13,2,0,4,30,10,1,274,5.5,2064,1:10,144,53,0,1,0
471,Kevin Labanc,23,SJS,RW,82,17,39,56,-1,36,5.1,15,2,0,4,21,18,0,130,13.1,1150,14:01,16,66,9,14,39.1
218,Ryan Dzingel,26,TOT,C,78,26,30,56,-9,29,5.7,21,5,0,5,24,6,0,159,16.4,1312,16:49,38,54,39,56,41.1
69,Brock Boeser,21,VAN,RW,69,26,30,56,-2,22,6.3,20,6,0,3,21,9,0,209,12.4,1322,19:10,22,14,39,51,43.3
31,Josh Bailey,29,NYI,C,82,16,40,56,8,21,5.4,13,2,1,4,28,12,0,126,12.7,1380,16:50,32,19,140,132,51.5
424,William Karlsson,26,VEG,C,82,24,32,56,1,16,5.7,16,7,1,5,23,7,2,169,14.2,1545,18:51,55,51,588,646,47.6
130,Thomas Chabot,22,OTT,D,70,14,41,55,-12,32,7.5,12,1,1,2,26,15,0,185,7.6,1700,0:17,112,71,0,0,
350,Kevin Hayes,26,TOT,RW,71,19,36,55,-2,12,5.3,14,3,2,2,27,8,1,156,12.2,1298,18:17,15,58,483,498,49.2
352,Victor Hedman,28,TBL,D,70,12,42,54,24,44,8.9,10,2,0,4,18,23,1,182,6.6,1594,22:46,97,59,0,1,0
740,Brayden Schenn,27,STL,C,72,17,37,54,3,40,5.2,13,4,0,5,29,8,0,159,10.7,1338,18:35,31,111,323,357,47.5
24,Andreas Athanasiou,24,DET,C,76,30,24,54,-9,38,5.9,27,3,0,4,16,8,0,216,13.9,1290,16:58,26,33,171,228,42.9
627,T.J. Oshie,32,WSH,C,69,25,29,54,5,36,5.6,18,6,1,4,21,8,0,143,17.5,1284,18:37,55,133,84,121,41
310,Mikael Granlund,26,TOT,C,79,16,38,54,-8,24,4.7,12,2,2,5,20,18,0,189,8.5,1449,18:21,40,46,129,159,44.8
50,Jamie Benn,29,DAL,LW,78,27,26,53,14,56,6.6,19,8,0,2,23,3,0,189,14.3,1422,18:14,71,142,205,213,49
886,Justin Williams,37,CAR,RW,82,23,30,53,-4,44,5.3,14,9,0,5,25,5,0,237,9.7,1430,17:27,32,55,92,150,38
177,Phillip Danault,25,MTL,LW,81,12,41,53,17,39,4.6,12,0,0,1,35,4,2,132,9.1,1440,17:47:00,60,95,882,706,55.5
454,Torey Krug,27,BOS,D,64,6,47,53,-2,33,7.1,4,2,0,2,19,28,0,151,4,1363,21:18,60,53,0,0,
600,Nino Niederreiter,26,TOT,RW,82,23,30,53,-4,30,5.6,17,6,0,3,21,9,0,184,12.5,1330,16:14,20,94,37,30,55.2
596,Brock Nelson,27,NYI,C,82,25,28,53,20,28,6.3,22,2,1,3,22,6,0,181,13.8,1474,17:58,55,51,594,652,47.7
208,Jonathan Drouin,23,MTL,LW,81,18,35,53,-8,26,4.4,15,3,0,3,22,13,0,190,9.5,1371,16:56,23,55,37,51,42
781,Reilly Smith,27,VEG,RW,74,19,34,53,13,14,5.7,14,4,1,1,21,10,3,178,10.7,1352,18:16,33,39,5,2,71.4
451,Chris Kreider,27,NYR,C,79,28,24,52,4,57,6,21,7,0,2,19,5,0,201,13.9,1375,17:24,49,159,27,45,37.5
275,Brendan Gallagher,26,MTL,RW,82,33,19,52,10,49,6.5,29,4,0,4,16,3,0,302,10.9,1345,16:24,31,126,23,28,45.1
792,Eric Staal,34,MIN,C,81,22,30,52,-7,34,5.1,15,7,0,6,21,8,1,215,10.2,1468,18:08,28,41,642,615,51.1
849,Alex Tuch,22,VEG,RW,74,20,32,52,13,8,5.9,17,3,0,6,29,3,0,180,11.1,1238,16:44,40,92,43,69,38.4
488,Anders Lee,28,NYI,C,82,28,23,51,20,58,6.5,18,10,0,5,17,6,0,204,13.7,1401,17:05,51,103,75,80,48.4
98,Dustin Brown,34,LAK,RW,72,22,29,51,-17,24,4.7,12,9,1,3,25,3,1,180,12.2,1469,20:24,29,150,1,16,5.9
837,Joe Thornton,39,SJS,C,73,16,35,51,8,20,4.8,13,3,0,4,23,12,0,90,17.8,1135,15:33,14,17,356,319,52.7
810,Dylan Strome,21,CHI,C,58,17,34,51,2,14,4.9,14,3,0,2,25,9,0,105,16.2,989,17:04,37,11,296,363,44.9
848,Jacob Trouba,24,WPG,D,82,8,42,50,8,58,7.5,4,3,1,1,25,15,2,162,4.9,1876,22:53,171,112,0,0,
474,Patrik Laine,20,WPG,RW,82,30,20,50,-24,42,4.7,15,15,0,3,12,8,0,245,12.2,1413,17:14,44,70,11,19,36.7
635,Kyle Palmieri,27,NJD,RW,74,27,23,50,-9,42,5.6,16,11,0,2,16,7,0,224,12.1,1343,18:09,35,98,24,62,27.9
263,Filip Forsberg,24,NSH,C,64,28,22,50,8,26,6.3,19,7,2,4,19,3,0,217,12.9,1191,18:37,29,100,1,6,14.3
446,Travis Konecny,21,PHI,C,82,24,25,49,-4,40,4.9,20,4,0,3,21,4,0,182,13.2,1251,15:16,45,65,7,15,31.8
785,Carl Soderberg,33,COL,C,82,23,26,49,-5,26,4.7,18,2,3,2,18,8,0,188,12.2,1431,17:27,67,99,528,542,49.3
310,Mikael Granlund,26,MIN,C,63,15,34,49,-2,20,4.7,11,2,2,5,18,16,0,160,9.4,1179,18:43,33,28,112,137,45
617,Gustav Nyquist,29,DET,RW,62,16,33,49,0,8,4.6,15,1,0,2,23,10,0,163,9.8,1123,18:07,16,24,8,10,44.4
307,Yanni Gourde,27,TBL,C,80,22,26,48,9,66,4.9,16,5,1,5,21,4,1,130,16.9,1267,15:50,30,83,151,132,53.4
288,Ryan Getzlaf,33,ANA,C,67,14,34,48,-19,58,3.7,13,1,0,2,24,10,0,133,10.5,1304,19:28,74,150,551,463,54.3
533,Anthony Mantha,24,DET,RW,67,25,23,48,-8,30,5,18,7,0,1,17,6,0,198,12.6,1194,17:50,23,67,22,28,44
22,Viktor Arvidsson,25,NSH,LW,58,34,14,48,12,26,7,29,3,2,7,12,1,1,195,17.4,1110,19:09,23,18,2,15,11.8
838,Chris Tierney,24,OTT,C,81,9,39,48,-22,26,2.5,9,0,0,1,29,10,0,116,7.8,1379,17:02,54,30,531,512,50.9
854,James van Riemsdyk,29,PHI,LW,66,27,21,48,-10,18,5.2,19,8,0,4,16,5,0,167,16.2,1096,16:36,16,34,6,5,54.5
761,Andrew Shaw,27,MTL,C,63,19,28,47,17,71,5.5,16,3,0,3,25,3,0,135,14.1,1003,15:55,36,128,181,203,47.1
12,Josh Anderson,24,CBJ,RW,82,27,20,47,25,60,6.2,22,3,2,5,15,4,1,230,11.7,1396,17:01,40,214,12,26,31.6
28,Mikael Backlund,29,CGY,C,77,21,26,47,34,52,5.4,19,1,1,4,24,1,1,205,10.2,1378,17:54,26,52,511,520,49.6
818,Ryan Suter,34,MIN,D,82,7,40,47,-8,41,8.3,3,3,1,2,27,12,1,136,5.1,2189,26:42:00,109,78,1,0,100
56,Tyler Bertuzzi,23,DET,LW,73,21,26,47,11,36,5.2,18,3,0,4,23,3,0,131,16,1206,16:31,39,76,10,20,33.3
574,J.T. Miller,25,TBL,C,75,13,34,47,8,30,4.2,9,4,0,4,18,16,0,108,12,1100,14:40,23,115,259,265,49.4
403,Tyler Johnson,28,TBL,C,80,29,18,47,15,28,5.7,27,1,1,4,11,7,0,163,17.8,1276,15:57,32,50,230,243,48.6
867,Jakub Vrana,22,WSH,LW,82,24,23,47,20,27,5.6,23,1,0,4,20,3,0,161,14.9,1151,14:02,32,47,4,6,40
365,Nico Hischier,20,NJD,C,69,17,30,47,0,24,4.8,14,3,0,3,22,8,0,160,10.6,1249,18:06,44,53,437,529,45.2
429,Clayton Keller,20,ARI,C,82,14,33,47,-21,24,3.6,13,1,0,5,15,18,0,200,7,1495,18:14,21,16,28,56,33.3
728,Brandon Saad,26,CHI,LW,80,23,24,47,-9,12,3.9,15,5,3,3,23,1,0,195,11.8,1415,17:41,25,52,24,38,38.7
652,David Perron,30,STL,LW,57,23,23,46,3,46,5.5,16,7,0,1,16,7,0,112,20.5,974,17:06,13,52,15,18,45.5
555,Ryan McDonagh,29,TBL,D,82,9,37,46,38,34,8.9,9,0,0,1,31,3,3,128,7,1811,22:05,161,98,0,0,
409,Seth Jones,24,CBJ,D,75,9,37,46,1,28,7.5,9,0,0,4,24,10,3,184,4.9,1937,1:49,133,106,0,0,
657,Jeff Petry,31,MTL,D,82,13,33,46,-5,28,6.8,10,3,0,4,24,8,1,172,7.6,1896,23:07,123,190,0,1,0
158,Brett Connolly,26,WSH,RW,81,22,24,46,13,24,5.2,21,1,0,5,23,1,0,139,15.8,1080,13:20:00,25,53,9,22,29
901,Travis Zajac,33,NJD,C,80,19,27,46,-25,20,3.5,12,5,2,3,20,7,0,120,15.8,1542,19:16,38,66,841,605,58.2
839,Brady Tkachuk,19,OTT,LW,71,22,23,45,-10,75,4.4,18,4,0,3,17,6,0,214,10.3,1138,16:01,26,174,73,76,49
203,Drew Doughty,29,LAK,D,82,8,37,45,-34,44,5.7,1,7,0,1,19,17,1,154,5.2,2181,2:36,120,168,0,0,
422,Erik Karlsson,28,SJS,D,53,3,42,45,6,22,6,1,2,0,1,24,18,0,169,1.8,1298,0:29,69,44,1,1,50
440,John Klingberg,26,DAL,D,64,10,35,45,6,12,8.5,5,5,0,5,20,15,0,153,6.5,1570,0:32,77,42,0,0,
229,Oliver Ekman-Larsson,27,ARI,D,81,14,30,44,-16,52,7.9,8,5,1,2,14,14,2,176,8,1915,23:38,52,162,0,0,
228,Mattias Ekholm,28,NSH,D,80,8,36,44,27,47,9.2,6,2,0,3,29,5,2,146,5.5,1869,23:22,107,68,0,0,
414,Nazem Kadri,28,TOR,C,73,16,28,44,-2,43,3.7,12,4,0,5,19,9,0,184,8.7,1182,16:11,13,85,403,327,55.2
172,Rasmus Dahlin,18,BUF,D,82,9,35,44,-13,34,6.6,4,5,0,4,20,15,0,177,5.1,1735,21:09:00,66,97,0,0,
218,Ryan Dzingel,26,OTT,C,57,22,22,44,-13,29,4.4,18,4,0,4,16,6,0,133,16.5,1012,17:45,35,41,36,54,40
421,Kasperi Kapanen,22,TOR,RW,78,20,24,44,12,27,4.4,17,1,2,3,22,2,0,174,11.5,1296,16:37,19,92,5,4,55.6
881,Zach Werenski,21,CBJ,D,82,11,33,44,-12,18,6.5,9,2,0,1,20,13,0,168,6.5,1878,22:54,89,67,0,0,
705,Rasmus Ristolainen,24,BUF,D,78,5,38,43,-41,38,4.3,4,1,0,2,22,16,0,182,2.7,1922,0:38,121,235,0,0,
404,Andreas Johnsson,24,TOR,LW,73,20,23,43,14,32,4.9,17,3,0,3,20,3,0,130,15.4,998,13:40,36,60,7,12,36.8
769,Jakob Silfverberg,28,ANA,LW,73,24,19,43,-9,28,4.7,19,3,2,4,10,8,1,163,14.7,1248,17:06,43,38,19,32,37.3
688,Rickard Rakell,25,ANA,RW,69,18,25,43,-13,27,3.9,12,6,0,2,18,7,0,194,9.3,1275,18:29,38,82,17,31,35.4
791,Jared Spurgeon,29,MIN,D,82,14,29,43,-1,20,8.8,10,4,0,0,21,7,1,152,9.2,1980,24:09:00,145,91,1,0,100
433,Alexander Kerfoot,24,COL,C,78,15,27,42,-9,38,3.4,11,4,0,1,15,12,0,116,12.9,1161,14:53,29,22,274,215,56
724,Bobby Ryan,31,OTT,LW,78,15,27,42,-29,35,2.5,8,7,0,1,18,9,0,160,9.4,1223,15:41,49,77,8,18,30.8
797,Paul Stastny,33,VEG,C,50,13,29,42,14,30,4.7,11,1,1,2,25,3,1,103,12.6,905,18:06,15,35,463,384,54.7
905,Jason Zucker,27,MIN,LW,81,21,21,42,-9,28,4.1,14,7,0,5,14,7,0,214,9.8,1383,17:05,38,87,2,11,15.4
358,Adam Henrique,28,ANA,C,82,18,24,42,-5,24,4,10,8,0,3,18,5,1,122,14.8,1349,16:27,71,78,571,511,52.8
187,Jake Debrusk,22,BOS,LW,68,27,15,42,2,18,5.2,19,8,0,4,12,3,0,156,17.3,1099,16:10:00,24,45,8,30,21.1
350,Kevin Hayes,26,NYR,RW,51,14,28,42,1,10,4.1,9,3,2,1,19,8,1,119,11.8,992,19:27,12,51,373,395,48.6
613,Darnell Nurse,23,EDM,D,82,10,31,41,-5,87,6.6,9,1,0,1,22,8,1,196,5.1,1953,23:49,146,162,0,0,
385,Zach Hyman,26,TOR,C,71,21,20,41,16,65,4.5,20,0,1,4,20,0,0,144,14.6,1227,17:17,39,102,112,126,47.1
274,Alex Galchenyuk,24,ARI,C,72,19,22,41,-19,34,4.1,10,9,0,4,10,12,0,159,11.9,1133,15:44,34,62,188,223,45.7
507,Bryan Little,31,WPG,RW,82,15,26,41,-12,26,2.9,11,4,0,5,21,3,2,126,11.9,1298,15:50,29,62,526,476,52.5
883,Colin White,22,OTT,C,71,14,27,41,-24,24,2.6,9,5,0,2,24,3,0,123,11.4,1150,16:12,35,23,379,420,47.4
662,Alex Pietrangelo,29,STL,D,71,13,28,41,2,22,7.3,10,3,0,2,15,12,1,168,7.7,1709,0:05,139,62,0,1,0
233,Ryan Ellis,28,NSH,D,82,7,34,41,21,20,8.4,5,1,1,2,30,4,0,149,4.7,1969,0:01,154,71,0,0,
219,Cody Eakin,27,VEG,C,78,22,19,41,19,16,5.2,18,1,3,3,16,3,0,120,18.3,1200,15:23,35,88,479,461,51
890,Tom Wilson,24,WSH,RW,63,22,18,40,11,128,4.4,17,3,2,2,16,2,0,130,16.9,1143,18:09,52,200,29,24,54.7
428,Duncan Keith,35,CHI,D,82,6,34,40,13,70,6,6,0,0,1,30,3,1,141,4.3,1887,23:01,144,42,0,0,
250,Micheal Ferland,26,CAR,LW,71,17,23,40,13,58,4.7,11,6,0,3,16,7,0,156,10.9,1001,14:06,19,182,23,50,31.5
437,Alex Killorn,29,TBL,C,82,18,22,40,22,45,4.3,15,2,1,2,18,3,1,153,11.8,1220,14:52,23,88,2,8,20
632,Max Pacioretty,30,VEG,LW,66,22,18,40,-13,36,4.1,18,4,0,5,14,4,0,191,11.5,1122,17:00,20,119,21,31,40.4
904,Mats Zuccarello,31,TOT,LW,48,12,28,40,-8,24,3.4,9,3,0,1,16,12,0,104,11.5,953,19:51,43,57,10,20,33.3
759,Damon Severson,24,NJD,D,82,11,28,39,-27,58,5.4,8,3,0,0,18,9,1,146,7.5,1808,22:03,87,83,0,0,
337,Dougie Hamilton,25,CAR,D,82,18,21,39,0,54,7.6,16,2,0,2,16,5,0,259,6.9,1613,19:40,91,160,0,1,0
859,Frank Vatrano,24,FLA,LW,81,24,15,39,-10,38,4,22,2,0,1,9,6,0,208,11.5,1188,14:40,74,139,15,23,39.5
251,Kevin Fiala,22,TOT,LW,83,13,26,39,-23,36,2.4,11,2,0,2,17,9,0,174,7.5,1298,15:38,20,42,3,5,37.5
141,Anthony Cirelli,21,TBL,C,82,19,20,39,25,34,4.4,14,0,5,5,18,1,1,123,15.4,1217,14:51,49,94,502,449,52.8
362,Vinnie Hinostroza,24,ARI,C,72,16,23,39,-4,14,4.2,13,3,0,3,21,2,0,152,10.5,1099,15:16,41,69,39,64,37.9
394,Boone Jenner,25,CBJ,C,77,16,22,38,6,42,3.6,14,1,1,3,20,2,0,170,9.4,1314,17:04,70,158,626,531,54.1
136,Alex Chiasson,28,EDM,RW,73,22,16,38,-1,32,4,13,8,1,1,8,7,1,123,17.9,1239,16:58,31,85,7,15,31.8
